
		Plnt	SLoc	Description	Matl Group	Material	MTyp	Material description	BUn	      Unrestricted	Value Unrestricted	Quality Inspection	Value in QualInsp.	           Blocked	Value BlockedStock	   Transit/Transf.	Val. in Trans./Tfr	           Returns	Value Rets Blocked	    Restricted-Use	  Value Restricted
		2000	1900	2K_G_Wrls_LCN_SP	43222600	809855	ZOSI	PME1_63	PC	               10	       516,406.04	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	S854	809871	ZOSI	7305 Ethernet Demarcation Device - 1G	PC	                2	        45,037.17	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	43221700	810264	ZOSI	2port 10GE Uplink Int Card support SyncE	PC	               12	       179,452.89	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	S854	810355	ZOSI	C.BRK 60A 80VDC 1POLE	PC	               17	        18,156.03	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	S855	810365	ZOSI	32port VDSL2 and POTS Comb Subs LineCVLC	PC	                1	        59,207.19	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	39120000	810455	ZOSI	DWDM-2U_CASEII-WITH_FBER_STORAGE-OSN1800	PC	                2	        27,027.55	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	S843	810460	ZOSI	C-BAND OpticalBooster 3dBm/20dBm-23dB	PC	                4	       163,723.13	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	43221700	810594	ZOSI	IDC TYPE(MOD ONLY)ALU DP-20PR W/STUB_OSI	PC	               45	        76,695.84	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	43221700	810595	ZOSI	ALUM POLE MOUNTED DP HOUSING 10 PRS_OSI	PC	               89	        78,723.03	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	43221700	810596	ZOSI	ALUM POLE MOUNTED DP HOUSING 20PRS_OSI	PC	               74	        80,166.13	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	43221705	810852	ZOSI	HT-RTN910-INST-MATL-TPC-100OHMC-8CORES	PC	            1,920	        23,039.97	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	S854	810957	ZOSI	mDCF for XXXkm (G.652)	PC	                1	        91,927.14	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	S854	810959	ZOSI	DOOR WIDE 1000 SUPER DEEP (40MM) ASSY	PC	                1	        31,565.46	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	S854	810985	ZOSI	4xFE layer 1 functionality card for BG	PC	                1	        26,353.68	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	S854	810986	ZOSI	4xGBE layer 1 functionality card for BG	PC	                1	        52,870.16	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	S854	810993	ZOSI	Roll of 50mm2 Black wire.1 roll is 100m	M	                6	       624,109.39	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	S854	811001	ZOSI	GBE/FC/FICON LX 1310, SM 81.S1GBELX1133S	PC	               21	       108,127.98	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	S854	811135	ZOSI	FCU_30BH	PC	                1	         5,251.01	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	S854	811141	ZOSI	CABLE-ASSY PWR 5W5S/5C (55A) L= 2.7M	PC	               16	       116,698.83	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	S851	811145	ZOSI	COV CAP F/ 21X E1 MDR CONN, SC3-2 SUBR	PC	                2	           695.05	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	S856	811202	ZOSI	5E1 cable, 15m (CTCU cable)	UNT	               43	       317,005.03	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	26110000	811207	ZOSI	BRK 1.0A  80VDC 1POLE/MD	UNT	               15	        36,114.37	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	72102201	811229	ZOSI	POWER SYSTEM 1000A DC PDF	SET	                1	       167,517.39	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	26121609	811232	ZOSI	240MM^2 cable	M	               80	       176,651.89	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	43221705	811241	ZOSI	C-BAND Optical Amplifier4dB/20dB_16-23dB	PC	                5	       307,016.90	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	43221700	811244	ZOSI	DISCONNECTION MODULE KRONE_NEW	PC	               17	         3,230.43	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	S843	811246	ZOSI	Attenuator,1310/1550nm,7dB,LC/PC,>45dB_N	PC	               20	         4,376.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	S854	811268	ZOSI	PowerCable(#4AWG)FS(Red;150mperRoll)	ROL	                5	       605,897.76	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	S843	811350	ZOSI	HT-ME-OT-ESFP-1310NM-SM-LC-15KM-B	PC	               32	        69,973.10	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	S843	811352	ZOSI	HT-ME-4CC-OC-3C-POS-1COIB	PC	                3	       138,106.90	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	26121609	811357	ZOSI	SC-SC SINGLE MODE 1M DUPLEX PATCH CORD	PC	               52	         7,720.22	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	43221700	811358	ZOSI	BG-64H w/ shelf, MCP64, INF-64H & FCU64H	PC	                1	       108,467.52	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	S854	811359	ZOSI	NVM XDM V083.109 (V8.3R1.3)	PC	                2	         4,330.08	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	1900	2K_G_Wrls_LCN_SP	S854	811431	ZOSI	FILTER KIT 10PPI XDM	PC	                3	        20,831.73	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
